log_id,full_name,student_id,roll_number,class_section,biometric_id,date,time_in,time_out,attendance_status,fingerprint_template,finger_used,match_score,scan_quality,scan_attempts,scan_result,device_id,device_name,subject_code,subject_name,day,reader_location,biometric_status
BIO00000095,Omkar Kumar,UGF23AI194,B32,CSE-AIML-B,BIO0194,2024-07-01,09:02:00,09:53:00,Present,FP-UGF23AI194-F00,Right Thumb,83.36,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000096,Ramesh Ghosh,UGF23AI195,C32,CSE-AIML-C,BIO0195,2024-07-01,09:23:00,10:21:00,Late,FP-UGF23AI195-F01,Right Index,79.26,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000097,Lalit Unde,UGF23AI196,A33,CSE-AIML-A,BIO0196,2024-07-01,09:01:00,10:04:00,Present,FP-UGF23AI196-F02,Right Middle,99.16,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000098,Ishaan Apte,UGF23AI197,B33,CSE-AIML-B,BIO0197,2024-07-01,,,Absent,FP-UGF23AI197-F01,Right Index,0.0,,0,Device Inactive,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Inactive
BIO00000099,Chandra Devi Banerjee,UGF23AI198,C33,CSE-AIML-C,BIO0198,2024-07-01,09:01:00,10:04:00,Present,FP-UGF23AI198-F01,Right Index,86.79,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000100,Yash Ghosh,UGF23AI199,A34,CSE-AIML-A,BIO0199,2024-07-01,09:01:00,09:56:00,Present,FP-UGF23AI199-F02,Right Middle,85.81,Excellent,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000101,Om Bhatia,UGF23AI200,B34,CSE-AIML-B,BIO0200,2024-07-01,,,Absent,FP-UGF23AI200-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000102,Chetan Ingole,UGF23AI201,C34,CSE-AIML-C,BIO0201,2024-07-01,,,Absent,FP-UGF23AI201-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000103,Dayanand Rao Zende,UGF23AI202,A35,CSE-AIML-A,BIO0202,2024-07-01,09:00:00,09:46:00,Present,FP-UGF23AI202-F02,Right Middle,99.68,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000104,Ravi Hegde,UGF23AI203,B35,CSE-AIML-B,BIO0203,2024-07-01,09:00:00,09:59:00,Present,FP-UGF23AI203-F04,Right Little,87.33,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000105,Priti Ram Dubey,UGF23AI204,C35,CSE-AIML-C,BIO0204,2024-07-01,09:01:00,09:50:00,Present,FP-UGF23AI204-F01,Right Index,83.92,Excellent,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000106,Firoz Unde,UGF23AI205,A36,CSE-AIML-A,BIO0205,2024-07-01,09:01:00,10:00:00,Present,FP-UGF23AI205-F01,Right Index,96.36,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000107,Iqbal Ingle,UGF23AI206,B36,CSE-AIML-B,BIO0206,2024-07-01,09:03:00,09:53:00,Present,FP-UGF23AI206-F04,Right Little,94.67,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000108,Sarita Devi Unde,UGF23AI207,C36,CSE-AIML-C,BIO0207,2024-07-01,09:00:00,09:57:00,Present,FP-UGF23AI207-F04,Right Little,97.25,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000109,Akash Rao Rao,UGF23AI208,A37,CSE-AIML-A,BIO0208,2024-07-01,09:01:00,09:48:00,Present,FP-UGF23AI208-F04,Right Little,90.45,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000110,Rekha Nath Tiwari,UGF23AI209,B37,CSE-AIML-B,BIO0209,2024-07-01,09:02:00,09:48:00,Present,FP-UGF23AI209-F00,Right Thumb,77.76,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000111,Seema Mane,UGF23AI210,C37,CSE-AIML-C,BIO0210,2024-07-01,09:00:00,10:02:00,Present,FP-UGF23AI210-F02,Right Middle,92.66,Excellent,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000112,Hitesh Prakash Gaikwad,UGF23AI211,A38,CSE-AIML-A,BIO0211,2024-07-01,,,Absent,FP-UGF23AI211-F02,Right Middle,0.0,,0,Device Inactive,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Inactive
BIO00000113,Vikas Prasad Nair,UGF23AI212,B38,CSE-AIML-B,BIO0212,2024-07-01,09:22:00,10:14:00,Late,FP-UGF23AI212-F03,Right Ring,82.98,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000114,Kiran Chand Mishra,UGF23AI213,C38,CSE-AIML-C,BIO0213,2024-07-01,09:19:00,10:18:00,Late,FP-UGF23AI213-F02,Right Middle,87.11,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000115,Dev Das Londhe,UGF23AI214,A39,CSE-AIML-A,BIO0214,2024-07-01,09:02:00,10:01:00,Present,FP-UGF23AI214-F04,Right Little,90.46,Average,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000116,Fatima Ram Upadhyay,UGF23AI215,B39,CSE-AIML-B,BIO0215,2024-07-01,09:00:00,09:51:00,Present,FP-UGF23AI215-F03,Right Ring,97.21,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000117,Soham Iyer,UGF23AI216,C39,CSE-AIML-C,BIO0216,2024-07-01,,,Absent,FP-UGF23AI216-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000118,Tanvi Nath Chopra,UGF23AI217,A40,CSE-AIML-A,BIO0217,2024-07-01,09:00:00,09:50:00,Present,FP-UGF23AI217-F01,Right Index,81.87,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000119,Gunjan Devi Rao,UGF23AI218,B40,CSE-AIML-B,BIO0218,2024-07-01,,,Absent,FP-UGF23AI218-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000120,Zara Lal Zende,UGF23AI219,C40,CSE-AIML-C,BIO0219,2024-07-01,09:02:00,10:00:00,Present,FP-UGF23AI219-F03,Right Ring,99.14,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000121,Wasim Bala Nair,UGF23AI220,A41,CSE-AIML-A,BIO0220,2024-07-01,09:00:00,09:54:00,Present,FP-UGF23AI220-F02,Right Middle,79.71,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000122,Lalita Gaikwad,UGF23AI221,B41,CSE-AIML-B,BIO0221,2024-07-01,,,Absent,FP-UGF23AI221-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000123,Mahesh Wagh,UGF23AI222,C41,CSE-AIML-C,BIO0222,2024-07-01,09:02:00,10:07:00,Present,FP-UGF23AI222-F03,Right Ring,91.09,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000124,Meera Ram Chatterjee,UGF23AI223,A42,CSE-AIML-A,BIO0223,2024-07-01,,,Absent,FP-UGF23AI223-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000125,Ishaan Raj Wagh,UGF23AI224,B42,CSE-AIML-B,BIO0224,2024-07-01,,,Absent,FP-UGF23AI224-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000126,Farhan Bala Pawar,UGF23AI225,C42,CSE-AIML-C,BIO0225,2024-07-01,09:01:00,09:55:00,Present,FP-UGF23AI225-F03,Right Ring,79.28,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000127,Aditi Prasad Hivrale,UGF23AI226,A43,CSE-AIML-A,BIO0226,2024-07-01,,,Absent,FP-UGF23AI226-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000128,Urmila Zende,UGF23AI227,B43,CSE-AIML-B,BIO0227,2024-07-01,,,Absent,FP-UGF23AI227-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000129,Varun Prakash Raut,UGF23AI228,C43,CSE-AIML-C,BIO0228,2024-07-01,09:03:00,09:53:00,Present,FP-UGF23AI228-F02,Right Middle,90.4,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000130,Kalpesh Bala Hande,UGF23AI229,A44,CSE-AIML-A,BIO0229,2024-07-01,09:01:00,09:51:00,Present,FP-UGF23AI229-F03,Right Ring,80.92,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000131,Nandini Kumar Ingle,UGF23AI230,B44,CSE-AIML-B,BIO0230,2024-07-01,09:01:00,09:52:00,Present,FP-UGF23AI230-F04,Right Little,89.01,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000132,Vidya Das Kumar,UGF23AI231,C44,CSE-AIML-C,BIO0231,2024-07-01,09:01:00,10:03:00,Present,FP-UGF23AI231-F00,Right Thumb,82.51,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000133,Gajanan Raj Tiwari,UGF23AI232,A45,CSE-AIML-A,BIO0232,2024-07-01,09:03:00,09:58:00,Present,FP-UGF23AI232-F03,Right Ring,78.89,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000134,Pankaj Das Upadhyay,UGF23AI233,B45,CSE-AIML-B,BIO0233,2024-07-01,09:02:00,10:02:00,Present,FP-UGF23AI233-F02,Right Middle,97.31,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000135,Faisal Naik,UGF23AI234,C45,CSE-AIML-C,BIO0234,2024-07-01,,,Absent,FP-UGF23AI234-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000136,Tariq Thakur,UGF23AI235,A46,CSE-AIML-A,BIO0235,2024-07-01,09:03:00,09:58:00,Present,FP-UGF23AI235-F00,Right Thumb,92.16,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000137,Chirag Prasad Dalvi,UGF23AI236,B46,CSE-AIML-B,BIO0236,2024-07-01,09:02:00,09:47:00,Present,FP-UGF23AI236-F01,Right Index,85.0,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000138,Onkar Raj Pillai,UGF23AI237,C46,CSE-AIML-C,BIO0237,2024-07-01,09:13:00,10:06:00,Late,FP-UGF23AI237-F00,Right Thumb,79.87,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000139,Aditi Bala Bhange,UGF23AI238,A47,CSE-AIML-A,BIO0238,2024-07-01,09:03:00,09:54:00,Present,FP-UGF23AI238-F03,Right Ring,87.21,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000140,Firoz Reddy,UGF23AI239,B47,CSE-AIML-B,BIO0239,2024-07-01,09:03:00,09:52:00,Present,FP-UGF23AI239-F02,Right Middle,92.83,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000141,Girish Prasad Deshpande,UGF23AI240,C47,CSE-AIML-C,BIO0240,2024-07-01,09:02:00,10:01:00,Present,FP-UGF23AI240-F00,Right Thumb,96.77,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000142,Anjali Das Mishra,UGF23AI241,A48,CSE-AIML-A,BIO0241,2024-07-01,09:03:00,09:57:00,Present,FP-UGF23AI241-F01,Right Index,79.08,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000143,Ravi Das Tiwari,UGF23AI242,B48,CSE-AIML-B,BIO0242,2024-07-01,09:00:00,09:49:00,Present,FP-UGF23AI242-F02,Right Middle,80.17,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000144,Vidya Nair,UGF23AI243,C48,CSE-AIML-C,BIO0243,2024-07-01,,,Absent,FP-UGF23AI243-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000145,Vidya Shankar Gite,UGF23AI244,A49,CSE-AIML-A,BIO0244,2024-07-01,09:03:00,09:50:00,Present,FP-UGF23AI244-F00,Right Thumb,75.16,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000146,Fatima Chand Hatwar,UGF23AI245,B49,CSE-AIML-B,BIO0245,2024-07-01,,,Absent,FP-UGF23AI245-F00,Right Thumb,0.0,,0,Device Inactive,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Inactive
BIO00000147,Hina Nath Tiwari,UGF23AI246,C49,CSE-AIML-C,BIO0246,2024-07-01,09:01:00,09:52:00,Present,FP-UGF23AI246-F02,Right Middle,79.63,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000148,Zara Prasad Chopra,UGF23AI247,A50,CSE-AIML-A,BIO0247,2024-07-01,09:02:00,10:02:00,Present,FP-UGF23AI247-F01,Right Index,88.93,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000149,Ritika Das Kale,UGF23AI248,B50,CSE-AIML-B,BIO0248,2024-07-01,09:03:00,09:51:00,Present,FP-UGF23AI248-F00,Right Thumb,91.28,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000150,Arjun Ingle,UGF23AI249,C50,CSE-AIML-C,BIO0249,2024-07-01,09:01:00,09:46:00,Present,FP-UGF23AI249-F00,Right Thumb,77.97,Excellent,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000151,Kedar Chatterjee,UGF23AI250,A51,CSE-AIML-A,BIO0250,2024-07-01,09:03:00,10:06:00,Present,FP-UGF23AI250-F01,Right Index,85.86,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000152,Jayesh Pawar,UGF23AI251,B51,CSE-AIML-B,BIO0251,2024-07-01,,,Absent,FP-UGF23AI251-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000153,Yamini Das Ahuja,UGF23AI252,C51,CSE-AIML-C,BIO0252,2024-07-01,09:00:00,09:53:00,Present,FP-UGF23AI252-F00,Right Thumb,79.05,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000154,Yamini Rao Pillai,UGF23AI253,A52,CSE-AIML-A,BIO0253,2024-07-01,,,Absent,FP-UGF23AI253-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000155,Priya Ram Ahuja,UGF23AI254,B52,CSE-AIML-B,BIO0254,2024-07-01,09:02:00,09:58:00,Present,FP-UGF23AI254-F03,Right Ring,85.45,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000156,Amrita Rao Banerjee,UGF23AI255,C52,CSE-AIML-C,BIO0255,2024-07-01,09:00:00,10:01:00,Present,FP-UGF23AI255-F03,Right Ring,79.83,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000157,Ravi Lal Verma,UGF23AI256,A53,CSE-AIML-A,BIO0256,2024-07-01,09:02:00,09:57:00,Present,FP-UGF23AI256-F03,Right Ring,95.59,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000158,Vidya Ram Reddy,UGF23AI257,B53,CSE-AIML-B,BIO0257,2024-07-01,09:00:00,10:02:00,Present,FP-UGF23AI257-F03,Right Ring,89.44,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000159,Deepika Kumar,UGF23AI258,C53,CSE-AIML-C,BIO0258,2024-07-01,09:03:00,10:01:00,Present,FP-UGF23AI258-F00,Right Thumb,83.47,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000160,Deepika Kharat,UGF23AI259,A54,CSE-AIML-A,BIO0259,2024-07-01,09:01:00,10:03:00,Present,FP-UGF23AI259-F00,Right Thumb,90.27,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000161,Seema Sai Chopra,UGF23AI260,B54,CSE-AIML-B,BIO0260,2024-07-01,09:00:00,09:58:00,Present,FP-UGF23AI260-F01,Right Index,86.47,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000162,Girish Bhange,UGF23AI261,C54,CSE-AIML-C,BIO0261,2024-07-01,,,Absent,FP-UGF23AI261-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000163,Gaurav Hivrale,UGF23AI262,A55,CSE-AIML-A,BIO0262,2024-07-01,09:02:00,09:51:00,Present,FP-UGF23AI262-F00,Right Thumb,95.34,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000164,Vidya Chand Waghmare,UGF23AI263,B55,CSE-AIML-B,BIO0263,2024-07-01,,,Absent,FP-UGF23AI263-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000165,Esha Das Bhange,UGF23AI264,C55,CSE-AIML-C,BIO0264,2024-07-01,09:00:00,09:48:00,Present,FP-UGF23AI264-F03,Right Ring,80.54,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000166,Divya Ram Junghare,UGF23AI265,A56,CSE-AIML-A,BIO0265,2024-07-01,09:01:00,09:48:00,Present,FP-UGF23AI265-F00,Right Thumb,85.58,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000167,Geeta Prakash Nair,UGF23AI266,B56,CSE-AIML-B,BIO0266,2024-07-01,09:03:00,09:49:00,Present,FP-UGF23AI266-F00,Right Thumb,79.89,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000168,Jiya Devi Hatwar,UGF23AI267,C56,CSE-AIML-C,BIO0267,2024-07-01,09:02:00,09:48:00,Present,FP-UGF23AI267-F00,Right Thumb,76.65,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000169,Aditya Pillai,UGF23AI268,A57,CSE-AIML-A,BIO0268,2024-07-01,09:01:00,10:04:00,Present,FP-UGF23AI268-F03,Right Ring,97.44,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000170,Nikhil Prakash Bhatia,UGF23AI269,B57,CSE-AIML-B,BIO0269,2024-07-01,09:02:00,10:05:00,Present,FP-UGF23AI269-F03,Right Ring,83.66,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000171,Sakshi Ingle,UGF23AI270,C57,CSE-AIML-C,BIO0270,2024-07-01,09:00:00,09:48:00,Present,FP-UGF23AI270-F01,Right Index,95.41,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000172,Kiran Tiwari,UGF23AI271,A58,CSE-AIML-A,BIO0271,2024-07-01,09:01:00,10:03:00,Present,FP-UGF23AI271-F03,Right Ring,75.11,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000173,Sneha Prakash Londhe,UGF23AI272,B58,CSE-AIML-B,BIO0272,2024-07-01,,,Absent,FP-UGF23AI272-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000174,Dev Sai Pawar,UGF23AI273,C58,CSE-AIML-C,BIO0273,2024-07-01,,,Absent,FP-UGF23AI273-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000175,Mithun Sai Waghmare,UGF23AI274,A59,CSE-AIML-A,BIO0274,2024-07-01,09:01:00,10:00:00,Present,FP-UGF23AI274-F04,Right Little,91.77,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000176,Vishal Sai Shah,UGF23AI275,B59,CSE-AIML-B,BIO0275,2024-07-01,,,Absent,FP-UGF23AI275-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000177,Anika Shah,UGF23AI276,C59,CSE-AIML-C,BIO0276,2024-07-01,09:03:00,09:51:00,Present,FP-UGF23AI276-F01,Right Index,93.96,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000178,Ekta Chatterjee,UGF23AI277,A60,CSE-AIML-A,BIO0277,2024-07-01,09:02:00,09:56:00,Present,FP-UGF23AI277-F00,Right Thumb,88.87,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000179,Disha Sai Lokhande,UGF23AI278,B60,CSE-AIML-B,BIO0278,2024-07-01,09:02:00,10:01:00,Present,FP-UGF23AI278-F01,Right Index,80.62,Good,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000180,Ila Devi Dange,UGF23AI279,C60,CSE-AIML-C,BIO0279,2024-07-01,09:03:00,09:59:00,Present,FP-UGF23AI279-F02,Right Middle,79.46,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000181,Kalpesh Prakash Hande,UGF23AI280,A61,CSE-AIML-A,BIO0280,2024-07-01,09:00:00,09:48:00,Present,FP-UGF23AI280-F04,Right Little,78.57,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000182,Rohit Bala Mehta,UGF23AI281,B61,CSE-AIML-B,BIO0281,2024-07-01,09:01:00,09:48:00,Present,FP-UGF23AI281-F04,Right Little,84.06,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000183,Onkar Nath Ambhore,UGF23AI282,C61,CSE-AIML-C,BIO0282,2024-07-01,09:01:00,09:59:00,Present,FP-UGF23AI282-F01,Right Index,93.06,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000184,Disha Pawar,UGF23AI283,A62,CSE-AIML-A,BIO0283,2024-07-01,09:03:00,09:59:00,Present,FP-UGF23AI283-F03,Right Ring,86.85,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000185,Soham Nath Kale,UGF23AI284,B62,CSE-AIML-B,BIO0284,2024-07-01,09:03:00,09:51:00,Present,FP-UGF23AI284-F04,Right Little,78.04,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000186,Ila Raj Ingole,UGF23AI285,C62,CSE-AIML-C,BIO0285,2024-07-01,,,Absent,FP-UGF23AI285-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000187,Rohit Shankar Hande,UGF23AI286,A63,CSE-AIML-A,BIO0286,2024-07-01,09:00:00,10:00:00,Present,FP-UGF23AI286-F03,Right Ring,91.88,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000188,Indira Bhatia,UGF23AI287,B63,CSE-AIML-B,BIO0287,2024-07-01,09:00:00,09:47:00,Present,FP-UGF23AI287-F04,Right Little,91.46,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00000189,Babita Lal Kulkarni,UGF23AI288,C63,CSE-AIML-C,BIO0288,2024-07-01,09:03:00,10:03:00,Present,FP-UGF23AI288-F01,Right Index,87.57,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
